,Run,LibraryName,LibraryStrategy,LibrarySelection,SampleName,Sample_title,Sample_cell_line,Sample_library_selection,Sample_library_source,Sample_library_strategy,Sample_cell_description,Sample_platform_id,Sample_instrument_model
550,SRR22047456,GSM6683019,OTHER,other,GSM6683019,"HCT116, live whole cell, cell 088",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 088",GPL28038,DNBSEQ-G400
551,SRR22047455,GSM6683020,OTHER,other,GSM6683020,"HCT116, live whole cell, cell 089",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 089",GPL28038,DNBSEQ-G400
552,SRR22047454,GSM6683021,OTHER,other,GSM6683021,"HCT116, live whole cell, cell 090",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 090",GPL28038,DNBSEQ-G400
553,SRR22047453,GSM6683022,OTHER,other,GSM6683022,"HCT116, live whole cell, cell 091",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 091",GPL28038,DNBSEQ-G400
554,SRR22047452,GSM6683024,OTHER,other,GSM6683024,"HCT116, live whole cell, cell 092",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, live whole cell, cell 092",GPL28038,DNBSEQ-G400
555,SRR22047451,GSM6683025,OTHER,other,GSM6683025,"HCT116, extracted nuclei, cell 001",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 001",GPL28038,DNBSEQ-G400
556,SRR22047450,GSM6683026,OTHER,other,GSM6683026,"HCT116, extracted nuclei, cell 002",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 002",GPL28038,DNBSEQ-G400
557,SRR22047449,GSM6683027,OTHER,other,GSM6683027,"HCT116, extracted nuclei, cell 003",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 003",GPL28038,DNBSEQ-G400
558,SRR22047448,GSM6683028,OTHER,other,GSM6683028,"HCT116, extracted nuclei, cell 004",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 004",GPL28038,DNBSEQ-G400
559,SRR22047447,GSM6683029,OTHER,other,GSM6683029,"HCT116, extracted nuclei, cell 005",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 005",GPL28038,DNBSEQ-G400
560,SRR22047446,GSM6683030,OTHER,other,GSM6683030,"HCT116, extracted nuclei, cell 006",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 006",GPL28038,DNBSEQ-G400
561,SRR22047445,GSM6683031,OTHER,other,GSM6683031,"HCT116, extracted nuclei, cell 007",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 007",GPL28038,DNBSEQ-G400
562,SRR22047443,GSM6683033,OTHER,other,GSM6683033,"HCT116, extracted nuclei, cell 009",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 009",GPL28038,DNBSEQ-G400
563,SRR22047444,GSM6683032,OTHER,other,GSM6683032,"HCT116, extracted nuclei, cell 008",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 008",GPL28038,DNBSEQ-G400
564,SRR22047442,GSM6683034,OTHER,other,GSM6683034,"HCT116, extracted nuclei, cell 010",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 010",GPL28038,DNBSEQ-G400
565,SRR22047441,GSM6683035,OTHER,other,GSM6683035,"HCT116, extracted nuclei, cell 011",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 011",GPL28038,DNBSEQ-G400
566,SRR22047440,GSM6683036,OTHER,other,GSM6683036,"HCT116, extracted nuclei, cell 012",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 012",GPL28038,DNBSEQ-G400
567,SRR22047439,GSM6683038,OTHER,other,GSM6683038,"HCT116, extracted nuclei, cell 013",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 013",GPL28038,DNBSEQ-G400
568,SRR22047438,GSM6683039,OTHER,other,GSM6683039,"HCT116, extracted nuclei, cell 014",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 014",GPL28038,DNBSEQ-G400
569,SRR22047437,GSM6683040,OTHER,other,GSM6683040,"HCT116, extracted nuclei, cell 015",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 015",GPL28038,DNBSEQ-G400
570,SRR22047436,GSM6683041,OTHER,other,GSM6683041,"HCT116, extracted nuclei, cell 016",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 016",GPL28038,DNBSEQ-G400
571,SRR22047435,GSM6683042,OTHER,other,GSM6683042,"HCT116, extracted nuclei, cell 017",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 017",GPL28038,DNBSEQ-G400
572,SRR22047434,GSM6683043,OTHER,other,GSM6683043,"HCT116, extracted nuclei, cell 018",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 018",GPL28038,DNBSEQ-G400
573,SRR22047433,GSM6683044,OTHER,other,GSM6683044,"HCT116, extracted nuclei, cell 019",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 019",GPL28038,DNBSEQ-G400
574,SRR22047432,GSM6683045,OTHER,other,GSM6683045,"HCT116, extracted nuclei, cell 020",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 020",GPL28038,DNBSEQ-G400
575,SRR22047431,GSM6683046,OTHER,other,GSM6683046,"HCT116, extracted nuclei, cell 021",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 021",GPL28038,DNBSEQ-G400
576,SRR22047429,GSM6683048,OTHER,other,GSM6683048,"HCT116, extracted nuclei, cell 023",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 023",GPL28038,DNBSEQ-G400
577,SRR22047430,GSM6683047,OTHER,other,GSM6683047,"HCT116, extracted nuclei, cell 022",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 022",GPL28038,DNBSEQ-G400
578,SRR22047428,GSM6683049,OTHER,other,GSM6683049,"HCT116, extracted nuclei, cell 024",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 024",GPL28038,DNBSEQ-G400
579,SRR22047427,GSM6683051,OTHER,other,GSM6683051,"HCT116, extracted nuclei, cell 025",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 025",GPL28038,DNBSEQ-G400
580,SRR22047426,GSM6683052,OTHER,other,GSM6683052,"HCT116, extracted nuclei, cell 026",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 026",GPL28038,DNBSEQ-G400
581,SRR22047425,GSM6683053,OTHER,other,GSM6683053,"HCT116, extracted nuclei, cell 027",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 027",GPL28038,DNBSEQ-G400
582,SRR22047424,GSM6683054,OTHER,other,GSM6683054,"HCT116, extracted nuclei, cell 028",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 028",GPL28038,DNBSEQ-G400
583,SRR22047423,GSM6683055,OTHER,other,GSM6683055,"HCT116, extracted nuclei, cell 029",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 029",GPL28038,DNBSEQ-G400
584,SRR22047422,GSM6683056,OTHER,other,GSM6683056,"HCT116, extracted nuclei, cell 030",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 030",GPL28038,DNBSEQ-G400
585,SRR22047421,GSM6683057,OTHER,other,GSM6683057,"HCT116, extracted nuclei, cell 031",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 031",GPL28038,DNBSEQ-G400
586,SRR22047420,GSM6683058,OTHER,other,GSM6683058,"HCT116, extracted nuclei, cell 032",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 032",GPL28038,DNBSEQ-G400
587,SRR22047419,GSM6683059,OTHER,other,GSM6683059,"HCT116, extracted nuclei, cell 033",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 033",GPL28038,DNBSEQ-G400
588,SRR22047418,GSM6683060,OTHER,other,GSM6683060,"HCT116, extracted nuclei, cell 034",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 034",GPL28038,DNBSEQ-G400
589,SRR22047417,GSM6683061,OTHER,other,GSM6683061,"HCT116, extracted nuclei, cell 035",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 035",GPL28038,DNBSEQ-G400
590,SRR22047416,GSM6683062,OTHER,other,GSM6683062,"HCT116, extracted nuclei, cell 036",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 036",GPL28038,DNBSEQ-G400
591,SRR22047415,GSM6683063,OTHER,other,GSM6683063,"HCT116, extracted nuclei, cell 037",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 037",GPL28038,DNBSEQ-G400
592,SRR22047414,GSM6683064,OTHER,other,GSM6683064,"HCT116, extracted nuclei, cell 038",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 038",GPL28038,DNBSEQ-G400
593,SRR22047413,GSM6683065,OTHER,other,GSM6683065,"HCT116, extracted nuclei, cell 039",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 039",GPL28038,DNBSEQ-G400
594,SRR22047412,GSM6683066,OTHER,other,GSM6683066,"HCT116, extracted nuclei, cell 040",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 040",GPL28038,DNBSEQ-G400
595,SRR22047411,GSM6683102,OTHER,other,GSM6683102,"HCT116, extracted nuclei, cell 073",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 073",GPL28038,DNBSEQ-G400
596,SRR22047410,GSM6683103,OTHER,other,GSM6683103,"HCT116, extracted nuclei, cell 074",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 074",GPL28038,DNBSEQ-G400
597,SRR22047409,GSM6683104,OTHER,other,GSM6683104,"HCT116, extracted nuclei, cell 075",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 075",GPL28038,DNBSEQ-G400
598,SRR22047408,GSM6683105,OTHER,other,GSM6683105,"HCT116, extracted nuclei, cell 076",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 076",GPL28038,DNBSEQ-G400
599,SRR22047407,GSM6683106,OTHER,other,GSM6683106,"HCT116, extracted nuclei, cell 077",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 077",GPL28038,DNBSEQ-G400
600,SRR22047406,GSM6683107,OTHER,other,GSM6683107,"HCT116, extracted nuclei, cell 078",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 078",GPL28038,DNBSEQ-G400
601,SRR22047405,GSM6683108,OTHER,other,GSM6683108,"HCT116, extracted nuclei, cell 079",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 079",GPL28038,DNBSEQ-G400
602,SRR22047404,GSM6683109,OTHER,other,GSM6683109,"HCT116, extracted nuclei, cell 080",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 080",GPL28038,DNBSEQ-G400
603,SRR22047403,GSM6683110,OTHER,other,GSM6683110,"HCT116, extracted nuclei, cell 081",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 081",GPL28038,DNBSEQ-G400
604,SRR22047402,GSM6683111,OTHER,other,GSM6683111,"HCT116, extracted nuclei, cell 082",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 082",GPL28038,DNBSEQ-G400
605,SRR22047401,GSM6683112,OTHER,other,GSM6683112,"HCT116, extracted nuclei, cell 083",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 083",GPL28038,DNBSEQ-G400
606,SRR22047400,GSM6683113,OTHER,other,GSM6683113,"HCT116, extracted nuclei, cell 084",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 084",GPL28038,DNBSEQ-G400
607,SRR22047399,GSM6683115,OTHER,other,GSM6683115,"HCT116, extracted nuclei, cell 085",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 085",GPL28038,DNBSEQ-G400
608,SRR22047398,GSM6683116,OTHER,other,GSM6683116,"HCT116, extracted nuclei, cell 086",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 086",GPL28038,DNBSEQ-G400
609,SRR22047397,GSM6683117,OTHER,other,GSM6683117,"HCT116, extracted nuclei, cell 087",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 087",GPL28038,DNBSEQ-G400
610,SRR22047396,GSM6683118,OTHER,other,GSM6683118,"HCT116, extracted nuclei, cell 088",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 088",GPL28038,DNBSEQ-G400
611,SRR22047395,GSM6683119,OTHER,other,GSM6683119,"HCT116, extracted nuclei, cell 089",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 089",GPL28038,DNBSEQ-G400
612,SRR22047394,GSM6683120,OTHER,other,GSM6683120,"HCT116, extracted nuclei, cell 090",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 090",GPL28038,DNBSEQ-G400
613,SRR22047393,GSM6683121,OTHER,other,GSM6683121,"HCT116, extracted nuclei, cell 091",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 091",GPL28038,DNBSEQ-G400
614,SRR22047392,GSM6683122,OTHER,other,GSM6683122,"HCT116, extracted nuclei, cell 092",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 092",GPL28038,DNBSEQ-G400
615,SRR22047391,GSM6683123,OTHER,other,GSM6683123,"HCT116, extracted nuclei, cell 093",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 093",GPL28038,DNBSEQ-G400
616,SRR22047390,GSM6683124,OTHER,other,GSM6683124,"HCT116, extracted nuclei, cell 094",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 094",GPL28038,DNBSEQ-G400
617,SRR22047389,GSM6683125,OTHER,other,GSM6683125,"HCT116, extracted nuclei, cell 095",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 095",GPL28038,DNBSEQ-G400
618,SRR22047388,GSM6683126,OTHER,other,GSM6683126,"HCT116, extracted nuclei, cell 096",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 096",GPL28038,DNBSEQ-G400
619,SRR22047387,GSM6683127,OTHER,other,GSM6683127,"HCT116, extracted nuclei, cell 097",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 097",GPL28038,DNBSEQ-G400
620,SRR22047386,GSM6683129,OTHER,other,GSM6683129,"HCT116, extracted nuclei, cell 098",cell line: HCT-116,other,transcriptomic,OTHER,"HCT116, extracted nuclei, cell 098",GPL28038,DNBSEQ-G400
